trajectory,step,input_snapshot,pre_state,target_state,hard_reasons,full_poisson_iterations,full_poisson_converged,full_poisson_relative_error,gate_pass
h15_p50_closed_loop_hard_replay,58,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000058.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000058.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000058.bin,pressure_peak;false_accept,5000,0,0.0012457,0
h15_p50_closed_loop_hard_replay,59,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000059.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000059.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000059.bin,pressure_peak;false_accept,5000,0,0.00131036,0
h15_p50_closed_loop_hard_replay,60,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000060.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000060.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000060.bin,pressure_peak;false_accept,5000,0,0.00125752,0
h15_p50_closed_loop_hard_replay,61,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000061.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000061.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000061.bin,pressure_peak;false_accept,5000,0,0.00131842,0
h15_p50_closed_loop_hard_replay,62,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000062.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000062.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000062.bin,fallback;pressure_peak;negative_direct,5000,0,0.00128063,0
h15_p50_closed_loop_hard_replay,63,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000063.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000063.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000063.bin,pressure_peak;false_accept,5000,0,0.00130212,0
h15_p50_closed_loop_hard_replay,64,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000064.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000064.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000064.bin,pressure_peak;false_accept,5000,0,0.00123466,0
h15_p50_closed_loop_hard_replay,65,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000065.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000065.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000065.bin,pressure_peak;false_accept,5000,0,0.00129458,0
h15_p50_closed_loop_hard_replay,66,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000066.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000066.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000066.bin,pressure_peak;false_accept,5000,0,0.00124142,0
h15_p50_closed_loop_hard_replay,67,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000067.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000067.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000067.bin,pressure_peak;false_accept,5000,0,0.00130058,0
h15_p50_closed_loop_hard_replay,68,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000068.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000068.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000068.bin,pressure_peak;false_accept,5000,0,0.00124243,0
h15_p50_closed_loop_hard_replay,69,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000069.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000069.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000069.bin,pressure_peak;false_accept,5000,0,0.0012832,0
h15_p50_closed_loop_hard_replay,70,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000070.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000070.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000070.bin,pressure_peak;false_accept,5000,0,0.0012097,0
h15_p50_closed_loop_hard_replay,71,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000071.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000071.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000071.bin,pressure_peak;false_accept,5000,0,0.00122959,0
h15_p50_closed_loop_hard_replay,72,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000072.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000072.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000072.bin,pressure_peak;false_accept,5000,0,0.00114178,0
h15_p50_closed_loop_hard_replay,73,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000073.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000073.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000073.bin,pressure_peak;false_accept,5000,0,0.00114842,0
h15_p50_closed_loop_hard_replay,74,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000074.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000074.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000074.bin,pressure_peak;false_accept,5000,0,0.00105735,0
h15_p50_closed_loop_hard_replay,75,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000075.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000075.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000075.bin,pressure_peak;false_accept,5000,0,0.00105822,0
h15_p50_closed_loop_hard_replay,76,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000076.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000076.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000076.bin,pressure_peak;false_accept,4300,1,0.0009991,1
h15_p50_closed_loop_hard_replay,77,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000077.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000077.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000077.bin,pressure_peak;false_accept,4300,1,0.000997166,1
h15_p50_closed_loop_hard_replay,78,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000078.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000078.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000078.bin,pressure_peak;false_accept,2900,1,0.000993522,1
h15_p50_closed_loop_hard_replay,79,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000079.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000079.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000079.bin,pressure_peak;false_accept,2600,1,0.000998641,1
h15_p50_closed_loop_hard_replay,80,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000080.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000080.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000080.bin,pressure_peak;false_accept,1700,1,0.000996149,1
h15_p50_closed_loop_hard_replay,81,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000081.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000081.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000081.bin,pressure_peak;false_accept,1400,1,0.000993532,1
h15_p50_closed_loop_hard_replay,82,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000082.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000082.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000082.bin,pressure_peak;false_accept,800,1,0.000989875,1
h15_p50_closed_loop_hard_replay,105,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000105.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000105.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000105.bin,negative_future20,400,1,0.00087935,1
h15_p50_closed_loop_hard_replay,106,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000106.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000106.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000106.bin,negative_future20,300,1,0.00096339,1
h15_p50_closed_loop_hard_replay,107,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000107.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000107.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000107.bin,negative_future20,300,1,0.000935743,1
h15_p50_closed_loop_hard_replay,108,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000108.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000108.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000108.bin,negative_future20,300,1,0.000908249,1
h15_p50_closed_loop_hard_replay,109,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000109.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000109.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000109.bin,negative_future20,300,1,0.000973293,1
h15_p50_closed_loop_hard_replay,110,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000110.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000110.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000110.bin,negative_future20,300,1,0.000921032,1
h15_p50_closed_loop_hard_replay,111,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000111.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000111.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000111.bin,negative_future20,300,1,0.000886063,1
h15_p50_closed_loop_hard_replay,112,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000112.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000112.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000112.bin,negative_future20,300,1,0.000852042,1
h15_p50_closed_loop_hard_replay,113,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000113.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000113.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000113.bin,negative_future20,300,1,0.000838048,1
h15_p50_closed_loop_hard_replay,114,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000114.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000114.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000114.bin,negative_future20,300,1,0.000821203,1
h15_p50_closed_loop_hard_replay,115,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000115.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000115.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000115.bin,negative_future20,300,1,0.000824815,1
h15_p50_closed_loop_hard_replay,116,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000116.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000116.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000116.bin,pressure_peak;false_accept;negative_future20,300,1,0.000816441,1
h15_p50_closed_loop_hard_replay,117,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000117.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000117.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000117.bin,pressure_peak;false_accept;negative_future20,300,1,0.000832472,1
h15_p50_closed_loop_hard_replay,118,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000118.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000118.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000118.bin,pressure_peak;false_accept;negative_direct;negative_future20,300,1,0.00082596,1
h15_p50_closed_loop_hard_replay,119,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000119.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000119.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000119.bin,pressure_peak;false_accept;negative_direct;negative_future20,300,1,0.000848248,1
h15_p50_closed_loop_hard_replay,120,/home/jzh/PINN/LBM/PINN_Poisson/data/multistep_closed_loop/h15_p50_hard_pre_capture_v2/safe_closed_loop/pairs/pre_poisson/3D000000120.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_pre_capture_v2/states/pre_poisson/3D000000120.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h15_p50_hard_replay_v2/targets/3D000000120.bin,pressure_peak;false_accept;negative_direct;negative_future20,300,1,0.000840486,1
