step,split,input_snapshot,post_snapshot,target_state,lx,ly,lz,state_p_sum_max_abs,state_p_sum_rel_l2,post_pressure_max_abs,post_pressure_rel_l2,finite,gate_pass
60,train,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000060.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000060.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000060.bin,48,96,128,2.7755575615628914e-17,1.0131952125033295e-16,3.7043230427524776e-09,2.0778139178443273e-08,1,1
61,train,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000061.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000061.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000061.bin,48,96,128,2.7755575615628914e-17,1.011938557297321e-16,3.722678873496754e-09,2.067840875736112e-08,1,1
62,train,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000062.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000062.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000062.bin,48,96,128,2.7755575615628914e-17,1.0072355156961431e-16,3.70137336058729e-09,2.0554329975248495e-08,1,1
63,train,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000063.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000063.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000063.bin,48,96,128,2.7755575615628914e-17,9.917253728508512e-17,3.72232217271673e-09,2.0370540944184e-08,1,1
64,train,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000064.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000064.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000064.bin,48,96,128,2.7755575615628914e-17,1.0090804365751155e-16,3.6927029489763896e-09,2.0171091161743213e-08,1,1
65,train,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000065.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000065.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000065.bin,48,96,128,2.7755575615628914e-17,1.0095515029084268e-16,3.724649436098737e-09,2.000863067269716e-08,1,1
66,train,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000066.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000066.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000066.bin,48,96,128,2.7755575615628914e-17,1.0029969788456026e-16,3.7083124487802266e-09,1.9758684010562845e-08,1,1
67,train,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000067.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000067.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000067.bin,48,96,128,2.7755575615628914e-17,9.982753679217367e-17,3.724507466329463e-09,1.9682142245256844e-08,1,1
68,train,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000068.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000068.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000068.bin,48,96,128,2.7755575615628914e-17,9.883227089061548e-17,3.714724763903554e-09,1.951874372754768e-08,1,1
69,train,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000069.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000069.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000069.bin,48,96,128,2.7755575615628914e-17,9.81965159180573e-17,3.6623788585155026e-09,1.9406553985459455e-08,1,1
70,train,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000070.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000070.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000070.bin,48,96,128,2.7755575615628914e-17,9.734841198877805e-17,3.718673313723997e-09,1.927263638520257e-08,1,1
71,train,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000071.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000071.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000071.bin,48,96,128,2.7755575615628914e-17,9.628372058959493e-17,3.7216832254882704e-09,1.9296921444320316e-08,1,1
72,train,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000072.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000072.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000072.bin,48,96,128,2.7755575615628914e-17,9.607396854741071e-17,3.7225692528508603e-09,1.937923499101868e-08,1,1
73,train,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000073.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000073.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000073.bin,48,96,128,2.7755575615628914e-17,9.687130071924282e-17,3.7028092259028256e-09,2.0752640185543717e-08,1,1
74,train,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000074.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000074.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000074.bin,48,96,128,2.7755575615628914e-17,1.087875190162997e-16,3.711373125492301e-09,3.0117074952959163e-08,1,1
75,train,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000075.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000075.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000075.bin,48,96,128,2.7755575615628914e-17,1.1033350162706515e-16,3.7015433773657236e-09,3.168858268098273e-08,1,1
76,train,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000076.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000076.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000076.bin,48,96,128,2.7755575615628914e-17,1.1105077174985529e-16,3.7234093863691697e-09,3.214556949877148e-08,1,1
77,train,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000077.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000077.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000077.bin,48,96,128,2.7755575615628914e-17,1.1108574592637686e-16,3.6547032622458175e-09,3.230082328403274e-08,1,1
78,train,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000078.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000078.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000078.bin,48,96,128,2.7755575615628914e-17,1.112169652544757e-16,3.6816225068569963e-09,3.2290217675393857e-08,1,1
79,train,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000079.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000079.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000079.bin,48,96,128,2.7755575615628914e-17,1.1112244244230873e-16,3.622066882535968e-09,3.231084100945404e-08,1,1
80,train,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000080.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000080.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000080.bin,48,96,128,2.7755575615628914e-17,1.1083165329389764e-16,3.7173397415823928e-09,3.2187544261810556e-08,1,1
81,val,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000081.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000081.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000081.bin,48,96,128,2.7755575615628914e-17,1.108263814512637e-16,3.7203742586644495e-09,3.226318289306704e-08,1,1
82,val,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000082.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000082.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000082.bin,48,96,128,2.7755575615628914e-17,1.1080905129749524e-16,3.6927441382506032e-09,3.2223256128797976e-08,1,1
83,val,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000083.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000083.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000083.bin,48,96,128,2.7755575615628914e-17,1.1080672042666009e-16,3.6741221592917483e-09,3.225093296724869e-08,1,1
84,val,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000084.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000084.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000084.bin,48,96,128,2.7755575615628914e-17,1.1090606606816296e-16,3.713830312723765e-09,3.2055567199714994e-08,1,1
85,val,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000085.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000085.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000085.bin,48,96,128,2.7755575615628914e-17,1.1071861096691118e-16,3.6912165823910215e-09,3.214098351822636e-08,1,1
86,val,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000086.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000086.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000086.bin,48,96,128,2.7755575615628914e-17,1.1100340965090904e-16,3.720713251387231e-09,3.207544962730352e-08,1,1
87,val,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000087.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000087.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000087.bin,48,96,128,2.7755575615628914e-17,1.1049011639832754e-16,3.71429829948422e-09,3.2029236229528324e-08,1,1
88,val,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000088.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000088.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000088.bin,48,96,128,2.7755575615628914e-17,1.106456327767262e-16,3.6264711650302317e-09,3.210550723975917e-08,1,1
89,val,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000089.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000089.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000089.bin,48,96,128,2.7755575615628914e-17,1.1059641909747715e-16,3.700105555282107e-09,3.213133625577479e-08,1,1
90,val,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000090.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000090.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000090.bin,48,96,128,2.7755575615628914e-17,1.1025835613499555e-16,3.6941055631123376e-09,3.216165114702388e-08,1,1
91,val,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000091.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000091.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000091.bin,48,96,128,2.7755575615628914e-17,1.1064349920036897e-16,3.705514617369232e-09,3.214060641999839e-08,1,1
92,val,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000092.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000092.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000092.bin,48,96,128,2.7755575615628914e-17,1.102663508859037e-16,3.7030639249424624e-09,3.218573229696873e-08,1,1
93,val,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000093.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000093.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000093.bin,48,96,128,1.3877787807814457e-17,1.1009961097420699e-16,3.714557897382953e-09,3.2122150117468133e-08,1,1
94,val,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000094.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000094.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000094.bin,48,96,128,2.7755575615628914e-17,1.1021607194837386e-16,3.7204789110623082e-09,3.206213936823336e-08,1,1
95,val,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000095.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000095.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000095.bin,48,96,128,2.7755575615628914e-17,1.1042201600804362e-16,3.646197926920891e-09,3.211678580816677e-08,1,1
96,val,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000096.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000096.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000096.bin,48,96,128,2.7755575615628914e-17,1.102399757433775e-16,3.687991911860422e-09,3.205923475054767e-08,1,1
97,val,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000097.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000097.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000097.bin,48,96,128,1.3877787807814457e-17,1.1014489038361959e-16,3.713212390343834e-09,3.2063562055424166e-08,1,1
98,val,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000098.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000098.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000098.bin,48,96,128,2.7755575615628914e-17,1.1009814100889591e-16,3.6829223698520153e-09,3.2047312509950716e-08,1,1
99,val,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000099.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000099.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000099.bin,48,96,128,2.7755575615628914e-17,1.1007001329534259e-16,3.6943843817471844e-09,3.203436293596997e-08,1,1
100,val,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000100.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000100.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000100.bin,48,96,128,2.7755575615628914e-17,1.1016561154392987e-16,3.7151067083796008e-09,3.19873418395865e-08,1,1
101,test,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000101.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000101.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000101.bin,48,96,128,2.7755575615628914e-17,1.0993376554069655e-16,3.699151734926076e-09,3.195761325080225e-08,1,1
102,test,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000102.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000102.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000102.bin,48,96,128,2.7755575615628914e-17,1.1003009059394355e-16,3.6724826096845575e-09,3.1936878434056175e-08,1,1
103,test,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000103.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000103.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000103.bin,48,96,128,2.7755575615628914e-17,1.0981236391350251e-16,3.6756951232730373e-09,3.1937884030499467e-08,1,1
104,test,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000104.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000104.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000104.bin,48,96,128,2.7755575615628914e-17,1.0940824979091573e-16,3.665910061623201e-09,3.187928716479933e-08,1,1
105,test,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000105.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000105.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000105.bin,48,96,128,2.7755575615628914e-17,1.0972437525521271e-16,3.693134090210215e-09,3.181961976159475e-08,1,1
106,test,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000106.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000106.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000106.bin,48,96,128,2.7755575615628914e-17,1.0938620833764262e-16,3.662082623256957e-09,3.185118587882391e-08,1,1
107,test,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000107.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000107.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000107.bin,48,96,128,2.7755575615628914e-17,1.0961624625814363e-16,3.6994547009117085e-09,3.1848999996938224e-08,1,1
108,test,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000108.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000108.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000108.bin,48,96,128,2.7755575615628914e-17,1.092205745739616e-16,3.69207571460084e-09,3.181548487285872e-08,1,1
109,test,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000109.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000109.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000109.bin,48,96,128,2.7755575615628914e-17,1.0918250646157321e-16,3.7130904878557303e-09,3.178886163949601e-08,1,1
110,test,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000110.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000110.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000110.bin,48,96,128,2.7755575615628914e-17,1.0929637146109037e-16,3.7201671604369935e-09,3.175345171573846e-08,1,1
111,test,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000111.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000111.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000111.bin,48,96,128,2.7755575615628914e-17,1.0924917619928773e-16,3.712484791806858e-09,3.174785398554547e-08,1,1
112,test,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000112.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000112.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000112.bin,48,96,128,2.7755575615628914e-17,1.090732746498732e-16,3.7044593642621138e-09,3.1819590127370096e-08,1,1
113,test,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000113.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000113.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000113.bin,48,96,128,2.7755575615628914e-17,1.0924865306814084e-16,3.576959312079353e-09,3.182276669853088e-08,1,1
114,test,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000114.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000114.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000114.bin,48,96,128,2.7755575615628914e-17,1.0902832925565479e-16,3.6471593800602164e-09,3.173099432573311e-08,1,1
115,test,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000115.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000115.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000115.bin,48,96,128,2.7755575615628914e-17,1.088911725342968e-16,3.623384425832654e-09,3.174434858529733e-08,1,1
116,test,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000116.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000116.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000116.bin,48,96,128,2.7755575615628914e-17,1.0927410582836308e-16,3.5815302112940373e-09,3.168862556275618e-08,1,1
117,test,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000117.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000117.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000117.bin,48,96,128,2.7755575615628914e-17,1.0900467620928487e-16,3.69381396303492e-09,3.1708349092460744e-08,1,1
118,test,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000118.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000118.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000118.bin,48,96,128,2.7755575615628914e-17,1.0908701599316698e-16,3.7002876457359335e-09,3.1714165657262546e-08,1,1
119,test,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/pre_poisson/3D000000119.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/pairs/post_poisson/3D000000119.bin,/home/jzh/PINN/LBM/PINN_Poisson/data/h_exact_base_v2_120/states/post_poisson/3D000000119.bin,48,96,128,2.7755575615628914e-17,1.0867476235384824e-16,3.666698167315019e-09,3.179396925709105e-08,1,1
